"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-03-03","AGU",0,,,0,
"2020-03-03","BCN",0,,,0,
"2020-03-03","BCS",0,,,0,
"2020-03-03","CAM",0,,,0,
"2020-03-03","CHH",0,,,0,
"2020-03-03","CHP",1,,,0,
"2020-03-03","CMX",2,,,0,
"2020-03-03","COA",1,,,0,
"2020-03-03","COL",0,,,0,
"2020-03-03","DUR",0,,,0,
"2020-03-03","GRO",0,,,0,
"2020-03-03","GUA",0,,,0,
"2020-03-03","HID",0,,,0,
"2020-03-03","JAL",0,,,0,
"2020-03-03","MEX",0,,,0,
"2020-03-03","MIC",0,,,0,
"2020-03-03","MOR",0,,,0,
"2020-03-03","NAY",0,,,0,
"2020-03-03","NLE",0,,,0,
"2020-03-03","OAX",0,,,0,
"2020-03-03","PUE",0,,,0,
"2020-03-03","QUE",0,,,0,
"2020-03-03","ROO",0,,,0,
"2020-03-03","SIN",1,,,0,
"2020-03-03","SLP",0,,,0,
"2020-03-03","SON",0,,,0,
"2020-03-03","TAB",0,,,0,
"2020-03-03","TAM",0,,,0,
"2020-03-03","TLA",0,,,0,
"2020-03-03","VER",0,,,0,
"2020-03-03","YUC",0,,,0,
"2020-03-03","ZAC",0,,,0,
