"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-03-09","AGU",0,,,0,
"2020-03-09","BCN",0,,,0,
"2020-03-09","BCS",0,,,0,
"2020-03-09","CAM",0,,,0,
"2020-03-09","CHH",0,,,0,
"2020-03-09","CHP",1,,,0,
"2020-03-09","CMX",3,,,0,
"2020-03-09","COA",1,,,0,
"2020-03-09","COL",0,,,0,
"2020-03-09","DUR",0,,,0,
"2020-03-09","GRO",0,,,0,
"2020-03-09","GUA",0,,,0,
"2020-03-09","HID",0,,,0,
"2020-03-09","JAL",0,,,0,
"2020-03-09","MEX",1,,,0,
"2020-03-09","MIC",0,,,0,
"2020-03-09","MOR",0,,,0,
"2020-03-09","NAY",0,,,0,
"2020-03-09","NLE",0,,,0,
"2020-03-09","OAX",0,,,0,
"2020-03-09","PUE",0,,,0,
"2020-03-09","QUE",0,,,0,
"2020-03-09","ROO",0,,,0,
"2020-03-09","SIN",1,,,0,
"2020-03-09","SLP",0,,,0,
"2020-03-09","SON",0,,,0,
"2020-03-09","TAB",0,,,0,
"2020-03-09","TAM",0,,,0,
"2020-03-09","TLA",0,,,0,
"2020-03-09","VER",0,,,0,
"2020-03-09","YUC",0,,,0,
"2020-03-09","ZAC",0,,,0,
