"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-02-27","AGU",0,,,0,
"2020-02-27","BCN",0,,,0,
"2020-02-27","BCS",0,,,0,
"2020-02-27","CAM",0,,,0,
"2020-02-27","CHH",0,,,0,
"2020-02-27","CHP",0,,,0,
"2020-02-27","CMX",1,,,0,
"2020-02-27","COA",0,,,0,
"2020-02-27","COL",0,,,0,
"2020-02-27","DUR",0,,,0,
"2020-02-27","GRO",0,,,0,
"2020-02-27","GUA",0,,,0,
"2020-02-27","HID",0,,,0,
"2020-02-27","JAL",0,,,0,
"2020-02-27","MEX",0,,,0,
"2020-02-27","MIC",0,,,0,
"2020-02-27","MOR",0,,,0,
"2020-02-27","NAY",0,,,0,
"2020-02-27","NLE",0,,,0,
"2020-02-27","OAX",0,,,0,
"2020-02-27","PUE",0,,,0,
"2020-02-27","QUE",0,,,0,
"2020-02-27","ROO",0,,,0,
"2020-02-27","SIN",0,,,0,
"2020-02-27","SLP",0,,,0,
"2020-02-27","SON",0,,,0,
"2020-02-27","TAB",0,,,0,
"2020-02-27","TAM",0,,,0,
"2020-02-27","TLA",0,,,0,
"2020-02-27","VER",0,,,0,
"2020-02-27","YUC",0,,,0,
"2020-02-27","ZAC",0,,,0,
