"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-03-30","AGU",24,74,,0,
"2020-03-30","BCN",27,135,,0,
"2020-03-30","BCS",13,24,,0,
"2020-03-30","CAM",3,11,,0,
"2020-03-30","CHH",6,21,,0,
"2020-03-30","CHP",11,24,,0,
"2020-03-30","CMX",205,434,,8,
"2020-03-30","COA",39,116,,1,
"2020-03-30","COL",2,11,,0,
"2020-03-30","DUR",7,23,,1,
"2020-03-30","GRO",13,47,,0,
"2020-03-30","GUA",43,79,,0,
"2020-03-30","HID",17,52,,2,
"2020-03-30","JAL",90,275,,3,
"2020-03-30","MEX",136,318,,1,
"2020-03-30","MIC",17,65,,1,
"2020-03-30","MOR",6,16,,1,
"2020-03-30","NAY",6,13,,0,
"2020-03-30","NLE",75,161,,0,
"2020-03-30","OAX",14,30,,1,
"2020-03-30","PUE",76,88,,1,
"2020-03-30","QUE",27,43,,1,
"2020-03-30","ROO",43,35,,1,
"2020-03-30","SIN",24,77,,3,
"2020-03-30","SLP",25,65,,2,
"2020-03-30","SON",17,62,,0,
"2020-03-30","TAB",38,130,,0,
"2020-03-30","TAM",8,32,,0,
"2020-03-30","TLA",4,51,,0,
"2020-03-30","VER",26,188,,1,
"2020-03-30","YUC",46,18,,0,
"2020-03-30","ZAC",6,34,,0,
