"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-04-06","AGU",49,164,389,0,
"2020-04-06","BCN",111,245,395,7,
"2020-04-06","BCS",54,141,202,2,
"2020-04-06","CAM",9,15,40,0,
"2020-04-06","CHH",22,52,101,0,
"2020-04-06","CHP",26,65,133,0,
"2020-04-06","CMX",609,1100,1598,29,
"2020-04-06","COA",102,391,424,5,
"2020-04-06","COL",4,22,38,0,
"2020-04-06","DUR",12,78,141,4,
"2020-04-06","GRO",32,128,167,3,
"2020-04-06","GUA",58,164,1025,0,
"2020-04-06","HID",35,79,232,5,
"2020-04-06","JAL",126,703,1184,7,
"2020-04-06","MEX",261,572,789,8,
"2020-04-06","MIC",33,82,232,3,
"2020-04-06","MOR",17,57,138,3,
"2020-04-06","NAY",10,27,93,1,
"2020-04-06","NLE",93,142,970,3,
"2020-04-06","OAX",27,81,192,1,
"2020-04-06","PUE",156,222,370,2,
"2020-04-06","QUE",40,48,281,2,
"2020-04-06","ROO",115,148,228,8,
"2020-04-06","SIN",97,271,254,12,
"2020-04-06","SLP",37,154,445,3,
"2020-04-06","SON",30,141,232,1,
"2020-04-06","TAB",107,331,328,8,
"2020-04-06","TAM",31,82,169,1,
"2020-04-06","TLA",14,75,152,0,
"2020-04-06","VER",41,412,345,3,
"2020-04-06","YUC",72,64,281,2,
"2020-04-06","ZAC",9,39,173,2,
