"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-03-23","AGU",6,13,,0,
"2020-03-23","BCN",13,47,,0,
"2020-03-23","BCS",2,5,,0,
"2020-03-23","CAM",2,4,,0,
"2020-03-23","CHH",5,7,,0,
"2020-03-23","CHP",2,1,,0,
"2020-03-23","CMX",60,186,,2,
"2020-03-23","COA",12,14,,0,
"2020-03-23","COL",2,5,,0,
"2020-03-23","DUR",5,5,,1,
"2020-03-23","GRO",5,9,,0,
"2020-03-23","GUA",7,75,,0,
"2020-03-23","HID",7,11,,0,
"2020-03-23","JAL",46,142,,1,
"2020-03-23","MEX",22,83,,0,
"2020-03-23","MIC",7,10,,0,
"2020-03-23","MOR",2,2,,0,
"2020-03-23","NAY",1,1,,0,
"2020-03-23","NLE",40,6,,0,
"2020-03-23","OAX",4,,,0,
"2020-03-23","PUE",16,42,,0,
"2020-03-23","QUE",16,25,,0,
"2020-03-23","ROO",21,19,,0,
"2020-03-23","SIN",4,12,,0,
"2020-03-23","SLP",16,21,,0,
"2020-03-23","SON",4,13,,0,
"2020-03-23","TAB",6,18,,0,
"2020-03-23","TAM",5,3,,0,
"2020-03-23","TLA",0,6,,0,
"2020-03-23","VER",7,28,,0,
"2020-03-23","YUC",19,8,,0,
"2020-03-23","ZAC",3,4,,0,
