"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-03-25","AGU",12,52,,0,
"2020-03-25","BCN",14,116,,0,
"2020-03-25","BCS",5,15,,0,
"2020-03-25","CAM",2,2,,0,
"2020-03-25","CHH",6,8,,0,
"2020-03-25","CHP",4,10,,0,
"2020-03-25","CMX",82,238,,3,
"2020-03-25","COA",12,34,,0,
"2020-03-25","COL",2,9,,0,
"2020-03-25","DUR",5,15,,1,
"2020-03-25","GRO",7,13,,0,
"2020-03-25","GUA",19,93,,0,
"2020-03-25","HID",7,22,,0,
"2020-03-25","JAL",46,232,,1,
"2020-03-25","MEX",26,228,,0,
"2020-03-25","MIC",10,24,,0,
"2020-03-25","MOR",2,13,,0,
"2020-03-25","NAY",4,3,,0,
"2020-03-25","NLE",52,75,,0,
"2020-03-25","OAX",7,11,,0,
"2020-03-25","PUE",34,66,,0,
"2020-03-25","QUE",18,41,,0,
"2020-03-25","ROO",22,30,,0,
"2020-03-25","SIN",4,46,,0,
"2020-03-25","SLP",17,31,,1,
"2020-03-25","SON",4,35,,0,
"2020-03-25","TAB",6,53,,0,
"2020-03-25","TAM",6,13,,0,
"2020-03-25","TLA",1,15,,0,
"2020-03-25","VER",7,69,,0,
"2020-03-25","YUC",29,16,,0,
"2020-03-25","ZAC",3,28,,0,
