"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-03-11","AGU",0,,,0,
"2020-03-11","BCN",0,,,0,
"2020-03-11","BCS",0,,,0,
"2020-03-11","CAM",0,,,0,
"2020-03-11","CHH",0,,,0,
"2020-03-11","CHP",1,,,0,
"2020-03-11","CMX",5,,,0,
"2020-03-11","COA",1,,,0,
"2020-03-11","COL",0,,,0,
"2020-03-11","DUR",0,,,0,
"2020-03-11","GRO",0,,,0,
"2020-03-11","GUA",0,,,0,
"2020-03-11","HID",0,,,0,
"2020-03-11","JAL",0,,,0,
"2020-03-11","MEX",2,,,0,
"2020-03-11","MIC",0,,,0,
"2020-03-11","MOR",0,,,0,
"2020-03-11","NAY",0,,,0,
"2020-03-11","NLE",0,,,0,
"2020-03-11","OAX",0,,,0,
"2020-03-11","PUE",0,,,0,
"2020-03-11","QUE",1,,,0,
"2020-03-11","ROO",0,,,0,
"2020-03-11","SIN",1,,,0,
"2020-03-11","SLP",0,,,0,
"2020-03-11","SON",0,,,0,
"2020-03-11","TAB",0,,,0,
"2020-03-11","TAM",0,,,0,
"2020-03-11","TLA",0,,,0,
"2020-03-11","VER",0,,,0,
"2020-03-11","YUC",0,,,0,
"2020-03-11","ZAC",0,,,0,
