"Fecha","Estado","Positivos","Sospechosos","Negativos","Defunciones","Inconsistencias"
"2020-02-28","AGU",0,,,0,
"2020-02-28","BCN",0,,,0,
"2020-02-28","BCS",0,,,0,
"2020-02-28","CAM",0,,,0,
"2020-02-28","CHH",0,,,0,
"2020-02-28","CHP",0,,,0,
"2020-02-28","CMX",2,,,0,
"2020-02-28","COA",0,,,0,
"2020-02-28","COL",0,,,0,
"2020-02-28","DUR",0,,,0,
"2020-02-28","GRO",0,,,0,
"2020-02-28","GUA",0,,,0,
"2020-02-28","HID",0,,,0,
"2020-02-28","JAL",0,,,0,
"2020-02-28","MEX",0,,,0,
"2020-02-28","MIC",0,,,0,
"2020-02-28","MOR",0,,,0,
"2020-02-28","NAY",0,,,0,
"2020-02-28","NLE",0,,,0,
"2020-02-28","OAX",0,,,0,
"2020-02-28","PUE",0,,,0,
"2020-02-28","QUE",0,,,0,
"2020-02-28","ROO",0,,,0,
"2020-02-28","SIN",1,,,0,
"2020-02-28","SLP",0,,,0,
"2020-02-28","SON",0,,,0,
"2020-02-28","TAB",0,,,0,
"2020-02-28","TAM",0,,,0,
"2020-02-28","TLA",0,,,0,
"2020-02-28","VER",0,,,0,
"2020-02-28","YUC",0,,,0,
"2020-02-28","ZAC",0,,,0,
