"Fecha","Estado","Positivos","Positivos_Delta","Sospechosos","Sospechosos_Delta","Negativos","Negativos_Delta","Defunciones_Positivos","Defunciones_Positivos_Delta","Defunciones_Sospechosos","Defunciones_Sospechosos_Delta","Defunciones_Negativos","Defunciones_Negativos_Delta","Positivos_Sintomas_14_Dias","Sospechosos_Sintomas_14_Dias","Negativos_Sintomas_14_Dias","Positivos_Sintomas_7_Dias","Sospechosos_Sintomas_7_Dias","Negativos_Sintomas_7_Dias"
"2020-04-21","AGU",80,0,122,65,881,15,2,0,0,0,1,0,12,115,188,0,81,22
"2020-04-21","BCN",915,174,418,-267,1044,87,100,25,9,-10,20,1,295,345,167,11,101,4
"2020-04-21","BCS",228,23,85,-112,665,61,9,2,0,0,6,0,43,69,140,2,27,14
"2020-04-21","CAM",67,4,15,-11,164,19,4,0,0,-1,4,2,25,13,81,3,7,20
"2020-04-21","CHH",155,3,203,7,340,6,36,4,6,-2,22,1,54,151,91,8,56,6
"2020-04-21","CHP",75,7,33,-8,321,8,4,1,2,-1,4,0,25,28,89,5,17,13
"2020-04-21","CMX",2857,147,1771,95,7125,250,224,36,15,-3,71,5,1034,1551,2429,144,908,498
"2020-04-21","COA",266,12,476,-133,1716,109,23,5,7,-4,21,2,43,305,516,2,140,115
"2020-04-21","COL",14,3,12,-8,109,1,2,0,1,0,3,0,6,10,21,3,4,4
"2020-04-21","DUR",30,8,20,-45,361,24,4,0,0,0,4,0,14,11,77,0,7,16
"2020-04-21","GRO",126,0,63,-20,385,7,16,2,2,1,19,3,43,60,104,2,28,17
"2020-04-21","GUA",158,8,228,48,2090,100,9,0,3,1,28,0,69,222,674,22,175,200
"2020-04-21","HID",106,14,34,-20,433,21,16,1,3,-1,10,0,43,29,59,9,6,22
"2020-04-21","JAL",226,10,265,-11,2979,43,15,1,4,3,41,1,50,254,708,8,195,159
"2020-04-21","MEX",1013,112,947,-246,2323,125,71,13,27,2,44,2,340,841,493,28,376,52
"2020-04-21","MIC",139,12,173,18,816,52,19,2,4,1,28,3,57,160,311,9,112,76
"2020-04-21","MOR",89,4,55,6,359,10,14,2,0,0,4,0,34,50,92,0,28,7
"2020-04-21","NAY",41,4,16,-17,209,13,5,0,1,1,3,0,15,15,57,4,7,12
"2020-04-21","NLE",203,1,1890,-241,2429,118,6,0,2,2,3,0,45,1553,364,2,321,20
"2020-04-21","OAX",72,3,24,-10,414,12,7,1,0,0,12,0,23,23,67,2,6,14
"2020-04-21","PUE",382,22,234,-22,1006,29,53,8,2,2,18,4,91,146,206,17,60,20
"2020-04-21","QUE",88,3,39,-26,504,21,6,0,0,0,8,0,25,31,95,6,9,23
"2020-04-21","ROO",393,33,86,-64,489,11,47,13,0,-4,19,-1,100,78,66,13,49,4
"2020-04-21","SIN",510,24,157,-22,919,17,52,7,6,1,17,1,186,130,206,9,43,28
"2020-04-21","SLP",67,1,78,-3,1022,19,5,1,2,0,20,2,10,69,242,1,41,42
"2020-04-21","SON",114,-3,80,-11,643,32,13,1,3,0,15,1,28,74,128,2,40,9
"2020-04-21","TAB",467,70,159,-192,659,51,55,13,2,-1,9,1,218,134,134,36,49,37
"2020-04-21","TAM",145,11,157,-18,914,74,7,2,3,-1,20,0,83,133,489,35,75,243
"2020-04-21","TLA",84,6,51,-18,474,15,5,1,0,0,5,0,25,45,182,6,24,29
"2020-04-21","VER",165,9,276,-101,1033,12,13,1,7,-1,35,-1,62,247,165,4,76,16
"2020-04-21","YUC",194,3,59,-8,707,11,12,2,1,-1,10,0,71,52,192,11,38,31
"2020-04-21","ZAC",32,1,36,4,338,8,3,1,0,0,10,1,16,34,66,0,22,11
